Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolecularFormula,OC,HC,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Kelly_100,Kelly_101,Kelly_102,Kelly_103,Kelly_134,Kelly_135,Kelly_136,Kelly_137,Kelly_138,Kelly_139,Kelly_21,Kelly_22,Kelly_23,Kelly_24,Kelly_25,Kelly_26,Kelly_27,Kelly_28,Kelly_29,Kelly_30,Kelly_68,Kelly_69,Kelly_70,Kelly_71,Kelly_72,Kelly_73,Kelly_98,Kelly_99
169.01423276,7.0,6.0,5.0,0.0,0,0.0,0.0,0,CHO,Tannin,170.02150922688,0.0827908186721141,1,C7H6O5,0.7142857142857143,0.8571428571428571,0.5714285714285716,44.014285714285705,5.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,998365.1,0.0,0.0,0.0,956770.1,992305.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943940.3,0.0,912904.9,0.0,0.0
169.087007085714,9.0,14.0,3.0,0.0,0,0.0,0.0,0,CHO,Protein,170.094283552594,0.0632772926772796,1,C9H14O3,0.3333333333333333,1.5555555555555556,-0.8888888888888893,85.63333333333334,3.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214674.9,0.0,1157093.9,0.0,1145289.9,0.0,0.0,1305912.0,1635251.5,1122630.8,0.0,0.0,0.0,861340.6,0.0,0.0,0.0,0.0
170.99351848,6.0,4.0,6.0,0.0,0,0.0,0.0,0,CHO,Other,172.00079494688,-0.0411967865899196,1,C6H4O6,1.0,0.6666666666666666,1.3333333333333335,22.29999999999999,5.0,-1.0,0.0,0.6666666666666666,-1.0,2178448.5,2657279.5,1964938.6,1334006.6,1338949.4,0.0,1374929.9,0.0,0.0,1148213.5,0.0,0.0,0.0,0.0,851337.6,989027.9,0.0,0.0,0.0,0.0,1080132.5,1214255.3,0.0,2045227.9,0.0,1417626.0,1721991.5,1218479.8
171.029885909091,7.0,8.0,5.0,0.0,0,0.0,0.0,0,CHO,Tannin,172.037162375971,0.0638892724232312,1,C7H8O5,0.7142857142857143,1.1428571428571428,0.2857142857142856,52.15714285714286,4.0,-1.0,-0.5,0.3333333333333333,-1.0,0.0,984688.5,0.0,1125767.8,0.0,1094533.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114355.0,908616.6,0.0
171.102677952381,9.0,16.0,3.0,0.0,0,0.0,0.0,0,CHO,Protein,172.109954419261,-0.0583310884407823,1,C9H16O3,0.3333333333333333,1.7777777777777777,-1.1111111111111107,91.96666666666665,2.0,-1.0,-0.16666666666666666,0.06666666666666667,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256150.3,1808011.4,3529174.8,2050790.4,2075596.9,1968791.1,1264036.5,1842545.4,1992437.8,2432809.8,2004167.6,1017530.6,1855430.3,1878447.0,0.0,1053213.3,0.0,0.0
173.009173308411,6.0,6.0,6.0,0.0,0,0.0,0.0,0,CHO,Tannin,174.016449775291,-0.0680975346974862,1,C6H6O6,1.0,1.0,1.0,31.799999999999997,4.0,-2.0,0.0,0.3333333333333333,-2.0,1342066.0,1200885.6,0.0,1019631.4,1026905.3,0.0,1333555.3,1390632.3,1219192.9,1538250.5,997577.3,1164316.0,1377108.3,1230344.3,2398878.8,1102584.1,932226.6,1181327.9,1732422.0,2282492.0,0.0,0.0,0.0,988655.5,0.0,0.0,1130795.1,0.0
173.081934633333,8.0,14.0,4.0,0.0,0,0.0,0.0,0,CHO,Protein,174.089211100213,-0.0124212942909691,1,C8H14O4,0.5,1.75,-0.75,81.675,2.0,-2.0,-0.5,0.0,-2.0,1160646.0,1412089.9,1449841.5,0.0,0.0,0.0,967671.3,0.0,883013.1,0.0,1222205.5,1828224.1,1438600.1,1963116.4,1709538.9,2125452.3,918102.6,1549059.9,1548874.1,1563648.3,3105228.3,1661283.4,2581801.5,3683811.5,2124794.5,2661941.8,1709663.3,874682.6
175.024822432203,6.0,8.0,6.0,0.0,0,0.0,0.0,0,CHO,Tannin,176.032098899083,-0.0619755342149765,1,C6H8O6,1.0,1.3333333333333333,0.6666666666666665,41.3,3.0,-3.0,0.0,0.0,-3.0,6786605.5,7153513.5,7032236.0,7753064.0,7129497.5,8001068.0,7326959.0,5333659.5,7348765.0,6200460.5,0.0,1669324.0,1322254.4,2478298.5,2041648.9,1448216.8,1668318.0,1508635.8,922645.3,1332878.9,7661048.0,6591702.0,5516786.5,6229039.0,6122982.5,7188519.5,9862603.0,8796859.0
175.040075333333,10.0,8.0,3.0,0.0,0,0.0,0.0,0,CHO,Condensed hydrocarbon,176.047351800213,-0.0436082295605376,1,C10H8O3,0.3,0.8,-0.20000000000000018,66.0,7.0,4.0,0.5714285714285714,0.6470588235294118,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182207.6,1103787.9,911026.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.061209826087,7.0,12.0,5.0,0.0,0,0.0,0.0,0,CHO,Carbohydrate,176.068486292967,-0.0726834607855798,1,C7H12O5,0.7142857142857143,1.7142857142857142,-0.2857142857142856,68.44285714285714,2.0,-3.0,-1.5,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856074.4,0.0,0.0,0.0,0.0
175.097600123288,8.0,16.0,4.0,0.0,0,0.0,0.0,0,CHO,Protein,176.104876590168,-0.0998732571369567,1,C8H16O4,0.5,2.0,-1.0,88.8,,-3.0,-0.75,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109778.4,0.0,0.0,1104951.4,1236095.3,861284.2,0.0,0.0,1790645.5,862958.3,0.0,0.0,928405.6,0.0,0.0,0.0,1021025.4
177.040481382353,6.0,10.0,6.0,0.0,0,0.0,0.0,0,CHO,Carbohydrate,178.047757849233,-0.111181590694702,1,C6H10O6,1.0,1.6666666666666667,0.3333333333333335,50.8,2.0,-4.0,0.0,0.0,-4.0,2357851.5,2727331.5,0.0,0.0,0.0,0.0,0.0,0.0,1618551.5,0.0,1299735.8,1877888.1,1268249.9,2032369.9,2124072.3,1459438.0,1480139.4,1033673.9,852240.4,1072183.3,1901131.5,0.0,1649794.5,1704579.0,0.0,2076356.9,2123838.3,0.0
177.055746,10.0,10.0,3.0,0.0,0,0.0,0.0,0,CHO,Lignin,178.06302246688,-0.158817814220677,1,C10H10O3,0.3,1.0,-0.40000000000000036,71.7,6.0,3.0,0.42857142857142855,0.5294117647058824,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140121.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565130.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.03500962069,9.0,8.0,4.0,0.0,0,0.0,0.0,0,CHO,Lignin,180.04228608757,-0.151866376662752,1,C9H8O4,0.4444444444444444,0.8888888888888888,0.0,60.3,6.0,2.0,0.4,0.5714285714285714,2.0,0.0,1577416.5,0.0,1623190.3,0.0,0.0,1258546.4,0.0,1228461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895551.3,0.0,0.0,0.0,1644807.9,0.0,1127401.9,0.0,0.0,0.0,0.0,1489467.8
179.056122734694,6.0,12.0,6.0,0.0,0,0.0,0.0,0,CHO,Carbohydrate,180.063399201574,-0.0615548404760327,1,C6H12O6,1.0,2.0,0.0,60.3,,-5.0,0.0,0.0,-5.0,3063699.3,0.0,2320730.8,2194617.8,2131662.0,2274730.0,2226261.8,2811100.0,2538400.5,2348295.8,18294976.0,21488768.0,26632270.0,23310326.0,22904750.0,21788240.0,17860674.0,21297458.0,23528008.0,23123950.0,2117163.3,0.0,2075613.3,2334915.0,0.0,2977713.8,0.0,2319999.3
181.014263161972,8.0,6.0,5.0,0.0,0,0.0,0.0,0,CHO,Condensed hydrocarbon,182.021539628852,-0.0896913180406772,1,C8H6O5,0.625,0.75,0.5,46.05,6.0,,0.3333333333333333,0.6363636363636364,,3129904.0,3323805.3,3539838.0,2971062.3,3249973.5,2781911.8,2989106.8,3263819.5,2920082.5,2414963.8,0.0,1093415.6,0.0,1396019.6,1297017.9,1226296.6,977518.4,1500271.3,978605.0,1514043.5,2780625.8,2859290.8,2130525.5,2710537.5,3023424.8,3678952.5,5243300.0,3017138.0
181.071770692308,6.0,14.0,6.0,0.0,0,0.0,0.0,0,CHO,Carbohydrate,182.079047159188,-0.0493037932160214,1,C6H14O6,1.0,2.3333333333333335,-0.33333333333333304,69.79999999999998,0.0,-6.0,0.0,0.0,-6.0,986491.4,1580265.3,1027353.5,0.0,0.0,0.0,994478.2,2451031.5,1405918.5,2176767.8,1395006.3,2501171.3,2422130.3,2924335.5,1710821.8,1721316.4,2196297.8,1804794.6,3297912.8,2912039.5,1152701.6,0.0,3030089.0,1194165.3,0.0,960084.6,0.0,0.0
183.029911871287,8.0,8.0,5.0,0.0,0,0.0,0.0,0,CHO,Lignin,184.037188338167,-0.0813469672989103,1,C8H8O5,0.625,1.0,0.25,53.175,5.0,0.0,0.0,0.45454545454545453,0.0,1818724.0,1326219.0,1258666.1,1122705.8,1182983.1,1183777.3,0.0,876495.3,1427137.0,1295259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359282.3,1486705.5,1115446.0,0.0,0.0,1472061.0,1483428.0,1084753.4
