Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolecularFormula,OC,HC,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Kelly_104,Kelly_105,Kelly_106,Kelly_107,Kelly_108,Kelly_109,Kelly_140,Kelly_141,Kelly_142,Kelly_143,Kelly_144,Kelly_145,Kelly_31,Kelly_32,Kelly_33,Kelly_34,Kelly_35,Kelly_36,Kelly_37,Kelly_38,Kelly_39,Kelly_40,Kelly_41,Kelly_74,Kelly_75,Kelly_76,Kelly_77,Kelly_78,Kelly_79
170.99351848,6.0,4.0,6.0,0.0,0,0.0,0.0,0,CHO,Other,172.00079494688,-0.0411967865899196,1,C6H4O6,1.0,0.6666666666666666,1.3333333333333335,22.29999999999999,5.0,-1.0,0.0,0.6666666666666666,-1.0,918855.3,0.0,1363434.0,1322411.1,0.0,0.0,0.0,862570.6,1541531.8,1260621.8,941799.3,875385.0,889907.3,1131126.8,1021931.6,0.0,0.0,0.0,1509361.0,1268011.4,0.0,0.0,0.0,1805052.3,0.0,1204738.8,2316545.8,1531741.6,1478647.0
171.029885909091,7.0,8.0,5.0,0.0,0,0.0,0.0,0,CHO,Tannin,172.037162375971,0.0638892724232312,1,C7H8O5,0.7142857142857143,1.1428571428571428,0.2857142857142856,52.15714285714286,4.0,-1.0,-0.5,0.3333333333333333,-1.0,934352.3,0.0,0.0,0.0,1036537.9,0.0,0.0,0.0,1204108.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893622.6,0.0
171.102677952381,9.0,16.0,3.0,0.0,0,0.0,0.0,0,CHO,Protein,172.109954419261,-0.0583310884407823,1,C9H16O3,0.3333333333333333,1.7777777777777777,-1.1111111111111107,91.96666666666665,2.0,-1.0,-0.16666666666666666,0.06666666666666667,-1.0,0.0,0.0,0.0,865022.2,0.0,0.0,0.0,0.0,0.0,0.0,997458.5,0.0,2479798.5,1538121.9,1260718.9,1753272.3,2027676.1,1503096.4,1960372.0,1527006.5,1566446.4,1357821.3,2201307.0,1995951.5,1256861.1,1744037.9,0.0,1200144.8,1928570.3
173.009173308411,6.0,6.0,6.0,0.0,0,0.0,0.0,0,CHO,Tannin,174.016449775291,-0.0680975346974862,1,C6H6O6,1.0,1.0,1.0,31.799999999999997,4.0,-2.0,0.0,0.3333333333333333,-2.0,0.0,1016626.2,0.0,1160107.4,0.0,0.0,0.0,0.0,0.0,1615331.3,0.0,1229149.8,2426152.5,1506924.6,2311505.5,2740714.8,1866683.6,1720969.0,2466530.0,2508207.8,2445632.8,1929581.9,2679787.5,0.0,0.0,0.0,904440.2,0.0,0.0
173.045551215686,7.0,10.0,5.0,0.0,0,0.0,0.0,0,CHO,Tannin,174.052827682566,-0.0244239998068406,1,C7H10O5,0.7142857142857143,1.4285714285714286,0.0,60.3,3.0,-2.0,-1.0,0.1111111111111111,-2.0,0.0,0.0,0.0,939229.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052686.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.081934633333,8.0,14.0,4.0,0.0,0,0.0,0.0,0,CHO,Protein,174.089211100213,-0.0124212942909691,1,C8H14O4,0.5,1.75,-0.75,81.675,2.0,-2.0,-0.5,0.0,-2.0,0.0,0.0,1188261.4,1049359.3,1235667.4,1341738.8,0.0,0.0,0.0,0.0,0.0,0.0,1998668.5,1699808.9,1726453.6,2363087.0,1663263.8,1705421.1,2106342.0,1801683.8,2241573.0,1620834.0,2335855.8,2704551.0,1095355.5,2244650.8,1466956.4,1057684.0,3810576.5
175.024822432203,6.0,8.0,6.0,0.0,0,0.0,0.0,0,CHO,Tannin,176.032098899083,-0.0619755342149765,1,C6H8O6,1.0,1.3333333333333333,0.6666666666666665,41.3,3.0,-3.0,0.0,0.0,-3.0,9046257.0,10100579.0,8812023.0,9872917.0,6173283.5,7735388.5,6859369.0,10933460.0,8859937.0,4895398.0,8250088.5,8062911.5,3775898.5,3347200.3,2969476.5,2990461.8,1880009.5,2726264.8,3747661.3,3207648.3,3653396.0,2770445.5,3507099.5,7010455.5,6828970.0,5261078.5,8739245.0,8465149.0,5789215.0
175.061209826087,7.0,12.0,5.0,0.0,0,0.0,0.0,0,CHO,Carbohydrate,176.068486292967,-0.0726834607855798,1,C7H12O5,0.7142857142857143,1.7142857142857142,-0.2857142857142856,68.44285714285714,2.0,-3.0,-1.5,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997005.8,0.0,0.0,0.0,0.0,0.0,1207504.4,0.0,0.0,0.0,1049838.6,0.0,0.0,0.0,0.0,0.0,0.0
175.097600123288,8.0,16.0,4.0,0.0,0,0.0,0.0,0,CHO,Protein,176.104876590168,-0.0998732571369567,1,C8H16O4,0.5,2.0,-1.0,88.8,,-3.0,-0.75,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355473.0,0.0,993995.2,1388532.4,0.0,921871.3,1216291.5,879702.8,1664762.5,1364868.0,1356193.9,0.0,0.0,0.0,0.0,0.0,983125.4
177.040481382353,6.0,10.0,6.0,0.0,0,0.0,0.0,0,CHO,Carbohydrate,178.047757849233,-0.111181590694702,1,C6H10O6,1.0,1.6666666666666667,0.3333333333333335,50.8,2.0,-4.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674966.0,1541118.1,0.0,0.0,2793394.0,0.0,2644189.5,1949942.5,2048922.6,1993644.9,2537978.5,2039349.6,0.0,2582273.3,3073775.3,0.0,0.0,978314.7,2312487.3,0.0,0.0
179.03500962069,9.0,8.0,4.0,0.0,0,0.0,0.0,0,CHO,Lignin,180.04228608757,-0.151866376662752,1,C9H8O4,0.4444444444444444,0.8888888888888888,0.0,60.3,6.0,2.0,0.4,0.5714285714285714,2.0,1210862.9,0.0,1250011.5,1509552.1,1010210.9,0.0,1365982.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307550.1,0.0,1396176.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254936.9
179.056122734694,6.0,12.0,6.0,0.0,0,0.0,0.0,0,CHO,Carbohydrate,180.063399201574,-0.0615548404760327,1,C6H12O6,1.0,2.0,0.0,60.3,,-5.0,0.0,0.0,-5.0,1500818.5,1570522.4,1766015.1,0.0,2318054.5,1735909.8,1701154.0,2206355.8,1937304.0,1860100.0,1710600.8,2537849.5,26844182.0,13868929.0,18233476.0,24611518.0,21353046.0,23979950.0,22747506.0,24969112.0,22863252.0,25311906.0,33028752.0,0.0,1850952.3,2706635.0,2216208.8,1805833.3,2719964.5
181.014263161972,8.0,6.0,5.0,0.0,0,0.0,0.0,0,CHO,Condensed hydrocarbon,182.021539628852,-0.0896913180406772,1,C8H6O5,0.625,0.75,0.5,46.05,6.0,,0.3333333333333333,0.6363636363636364,,3654755.0,3649731.8,3366580.5,3078922.8,2569176.3,2902620.0,3231052.5,2889859.3,3231809.3,2561170.0,2724312.5,3280741.0,2239395.3,1717905.3,2047444.0,1689355.9,1281240.9,1805300.0,1991340.9,1840128.6,2663298.8,1924199.9,2372982.5,2408144.0,2802070.5,3324786.3,3534691.0,3340170.3,3789770.0
181.050646894737,9.0,10.0,4.0,0.0,0,0.0,0.0,0,CHO,Lignin,182.057923361617,-0.0799317959581426,1,C9H10O4,0.4444444444444444,1.1111111111111112,-0.22222222222222232,66.63333333333333,5.0,,0.2,0.42857142857142855,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955091.5,0.0,0.0,0.0,0.0,948058.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.071770692308,6.0,14.0,6.0,0.0,0,0.0,0.0,0,CHO,Carbohydrate,182.079047159188,-0.0493037932160214,1,C6H14O6,1.0,2.3333333333333335,-0.33333333333333304,69.79999999999998,0.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0,1145558.0,1028676.2,0.0,0.0,0.0,1129757.0,1479358.0,0.0,1593104.8,2421007.3,2432637.3,1572767.9,1765751.9,2049956.4,2435871.8,2775064.3,2348236.5,2556174.8,1185843.6,2924930.3,900108.1,0.0,1150206.0,0.0,0.0,0.0
182.045892,8.0,9.0,4.0,1.0,0,0.0,0.0,0,CHON,Lignin,183.05316846688,-0.0583676322287981,1,C8H9O4N,0.5,1.125,0.25,53.175,5.0,,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028797.9,0.0,0.0,939234.4,0.0,0.0,0.0,0.0,0.0,0.0
183.029911871287,8.0,8.0,5.0,0.0,0,0.0,0.0,0,CHO,Lignin,184.037188338167,-0.0813469672989103,1,C8H8O5,0.625,1.0,0.25,53.175,5.0,0.0,0.0,0.45454545454545453,0.0,973071.8,1060551.5,1034727.5,1244920.4,1246054.5,0.0,907249.7,1156575.0,1205764.9,0.0,0.0,1089547.3,889563.4,1007053.6,0.0,974502.8,988163.6,0.0,0.0,1170276.3,0.0,0.0,966903.3,1074944.3,1003056.3,1178659.6,1621266.3,1056835.8,1281523.5
184.061531333333,8.0,11.0,4.0,1.0,0,0.0,0.0,0,CHON,Lignin,185.068807800213,0.0002511859810708,1,C8H11O4N,0.5,1.375,0.0,60.3,4.0,0.0,-0.3333333333333333,0.2,-1.0,0.0,0.0,0.0,0.0,954769.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922472.4,0.0,0.0,0.0,953307.6,0.0,0.0,0.0,0.0,0.0,874706.9,0.0
185.009168679245,7.0,6.0,6.0,0.0,0,0.0,0.0,0,CHO,Tannin,186.016445146125,-0.0388187469459501,1,C7H6O6,0.8571428571428571,0.8571428571428571,0.8571428571428572,35.87142857142857,5.0,-1.0,-1.0,0.5,-1.0,0.0,1213773.5,1134207.1,880949.3,0.0,0.0,0.0,861182.1,980234.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.081934241935,9.0,14.0,4.0,0.0,0,0.0,0.0,0,CHO,Protein,186.089210708816,-0.0095170240335684,1,C9H14O4,0.4444444444444444,1.5555555555555556,-0.666666666666667,79.30000000000001,3.0,-1.0,-0.2,0.14285714285714285,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913789.4,0.0,0.0,0.0,1135618.4,0.0,1052201.8,1039619.3,0.0,880917.5,0.0,0.0,998670.9,945726.3,0.0,0.0,907235.3,0.0,0.0,1247828.6
186.040829333333,7.0,9.0,5.0,1.0,0,0.0,0.0,0,CHON,Tannin,187.048105800213,-0.178540237934267,1,C7H9O5N,0.7142857142857143,1.2857142857142858,0.5714285714285716,44.014285714285705,4.0,-1.0,-2.0,0.14285714285714285,-2.0,873999.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904722.9,0.0,0.0,0.0,0.0,0.0,917280.5,886372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.02479421978,7.0,8.0,6.0,0.0,0,0.0,0.0,0,CHO,Tannin,188.03207068666,0.0920201523541765,1,C7H8O6,0.8571428571428571,1.1428571428571428,0.5714285714285716,44.014285714285705,4.0,-2.0,-2.0,0.25,-2.0,1345410.9,1399492.5,1215274.3,1241631.5,1174701.5,1046180.6,1329650.9,874527.5,1124465.5,0.0,1109636.8,989342.7,0.0,1089664.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884780.2,867548.4,0.0,1639531.5,1200327.6,1028382.6
187.097577564103,9.0,16.0,4.0,0.0,0,0.0,0.0,0,CHO,Protein,188.104854030983,0.0264268427815964,1,C9H16O4,0.4444444444444444,1.7777777777777777,-0.8888888888888893,85.63333333333334,2.0,-2.0,-0.4,0.0,-2.0,4524602.5,4148667.5,5004514.0,5797557.5,5312437.0,5212364.5,3836938.0,2547766.8,2929528.5,2273375.0,2790316.0,3778597.8,14652106.0,11046472.0,12232263.0,16027773.0,12785105.0,12101698.0,14410184.0,11003448.0,14685013.0,11877172.0,17134884.0,14292084.0,7099235.5,11832418.0,7617155.0,7750622.0,18039766.0
187.990693106383,9.0,4.0,2.0,1.0,0,0.0,1.0,0,CHONP,Condensed hydrocarbon,188.997969573263,-0.0247910754632438,1,C9H4O2NP,0.2222222222222222,0.4444444444444444,-0.22222222222222232,66.63333333333333,9.0,7.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1295436.0,0.0,0.0,0.0,0.0,1493987.3,871137.4,1041703.7,1531020.9,1431245.5,0.0,0.0,0.0,1074719.9,1123742.0,1477848.3,1173433.8,0.0,1078786.6,0.0,0.0,0.0,0.0,0.0,0.0
189.04044435,7.0,10.0,6.0,0.0,0,0.0,0.0,0,CHO,Tannin,190.04772081688,0.0906967997782791,1,C7H10O6,0.8571428571428571,1.4285714285714286,0.2857142857142856,52.15714285714286,3.0,-3.0,-3.0,0.0,-3.0,0.0,0.0,1302363.3,1012778.4,0.0,0.0,888192.1,1029477.6,892219.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877443.7,0.0,0.0,0.0,1362198.9,878227.3,0.0
189.055731,11.0,10.0,3.0,0.0,0,0.0,0.0,0,CHO,Lignin,190.06300746688,-0.069869356526314,1,C11H10O3,0.2727272727272727,0.9090909090909091,-0.3636363636363633,70.66363636363636,7.0,4.0,0.5,0.5789473684210527,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004236.8,0.0,895545.2,936304.8,1034392.1,0.0,1490088.9,0.0,0.0,0.0,0.0,0.0,0.0
189.076829692308,8.0,14.0,5.0,0.0,0,0.0,0.0,0,CHO,Amino sugar,190.084106159188,0.0915421741643568,1,C8H14O5,0.625,1.75,-0.5,74.55,2.0,-3.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922664.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888760.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957302.6
