SampleID,Pickup_t,Count,Mass_183.1026521,Mass_197.1183194,Mass_199.1339588,Mass_243.1965089,Mass_253.1445333,Mass_255.2329278,Mass_257.1758332,Mass_267.1601747,Mass_267.1965945,Mass_269.2122161,Mass_271.191473,Mass_281.175899,Mass_281.2486117,Mass_283.1915152,Mass_283.264296,Mass_285.1261731,Mass_285.2071429,Mass_287.2227862,Mass_293.1758729,Mass_293.1792162,Mass_293.2122459,Mass_295.1914511,Mass_295.2278742,Mass_297.1530078,Mass_297.2435388,Mass_307.1915246,Mass_309.1707892,Mass_309.2071434,Mass_311.1686306,Mass_311.1864054,Mass_311.2227721,Mass_313.2020664,Mass_313.2384194,Mass_315.2177096,Mass_315.254074,Mass_321.2071193,Mass_323.1863594,Mass_325.1843152,Mass_325.2020715,Mass_327.2176835,Mass_329.2333148,Mass_331.2490092,Mass_333.2071556,Mass_335.2228007,Mass_337.202014,Mass_339.1999671,Mass_339.2176537,Mass_339.3268307,Mass_341.2333125,Mass_343.2489831,Mass_349.2020231,Mass_351.2176883,Mass_353.2333589,Mass_355.2490296,Mass_357.2646181,Mass_365.1969184,Mass_367.2126331,Mass_367.3581262,Mass_369.228243,Mass_371.2438998,Mass_373.2595725,Mass_379.2126109,Mass_381.2282367,Mass_383.2438973,Mass_383.3530331,Mass_385.259561,Mass_387.2751814,Mass_393.2282759,Mass_395.2439109,Mass_397.2595059,Mass_397.3323067,Mass_407.2438985,Mass_409.2595251,Mass_419.2438984,Mass_433.2595394,Mass_435.2387895,Mass_437.254447,Mass_439.2701294,Mass_441.2857203,Mass_447.2751824,Mass_449.2544641,Mass_451.2701072,Mass_453.2857812,Mass_455.3530627,Mass_459.3115216,Mass_461.2908227,Mass_463.2701283,Mass_465.2857854,Mass_467.3014539,Mass_473.2826442,Mass_473.2908921,Mass_473.3272619,Mass_475.3064548,Mass_477.2858215,Mass_479.3013794,Mass_487.3065027,Mass_489.2858251,Mass_489.322202,Mass_491.30142,Mass_491.3377694,Mass_493.2807307,Mass_493.317075,Mass_495.2963414,Mass_497.3120264,Mass_499.327618,Mass_501.3221614,Mass_503.3014048,Mass_503.3377861,Mass_505.2806617,Mass_505.3170332,Mass_507.2962773,Mass_507.3327057,Mass_509.3119603,Mass_517.3170996,Mass_519.2963835,Mass_519.3327453,Mass_519.3902288,Mass_521.3119842,Mass_523.3275897,Mass_533.3119646,Mass_535.3277053,Mass_537.3432653,Mass_543.2996967,Mass_547.3277188,Mass_547.4215238,Mass_549.3068835,Mass_551.3226213,Mass_553.3381464,Mass_555.3539153,Mass_563.322493,Mass_565.3382026,Mass_575.3224916,Mass_577.3382903,Mass_589.3382516,Mass_591.3539017,Mass_603.353922,Mass_617.3694989,Mass_618.4774081,Mass_619.348725,Mass_621.3644295,Mass_627.279346,Mass_633.3643101,Mass_635.3801253,Mass_635.4164728,Mass_639.2427394,Mass_649.3957759,Mass_651.3237445,Mass_651.4113135,Mass_659.3800747,Mass_667.318605,Mass_713.3757308,Mass_793.5140729,Mass_815.4984373,Mass_817.5141034,Mass_819.5296963,Mass_867.7474712,Mass_867.748089,Mass_957.779808,Mass_966.7839791,Mass_966.7998157,Mass_969.7278645,Mass_970.755128,Mass_1027.839654,Mass_1028.719359,Mass_1029.758515,Mass_1056.831466
Kelly_27,T_0,65,0,0,1181210,0,0,2877718,0,0,0,0,0,0,0,0,1217589.1,0,0,1967067.1,1007356.3,0,0,0,0,0,1292449.6,3238153.5,0,2686692.8,2216905.3,4066507.3,3915471.8,1005253.1,2796489.8,0,1241042.3,0,4862308,2795431.8,6824618.5,19838972,21752152,2014141.3,1651488.9,1257495,1250957.8,2212751,0,0,0,0,3060330.3,3342348,4504496.5,1445206.8,0,5777796.5,5412650.5,1268040.8,7665870,2300270.5,0,1194951.5,1469790.9,0,1078539.8,0,0,1459930.3,1124982.3,0,0,0,0,0,0,1434735.1,1643410.3,0,0,0,0,0,0,0,0,0,1545292.1,0,0,1254407.1,1365001.6,0,1267293.9,1500579.1,0,0,2638053.5,0,1739523.5,0,2321165.8,0,1302039.3,0,0,0,1857725,0,3721862.5,1299342.8,2256462.5,0,1315340.5,1617568.8,2651181.5,1344052.8,2445376.3,1541050.5,0,1416822.9,0,0,0,0,0,1994043.5,0,0,0,0,0,0,0,0,0,0,0,0,1638018.4,0,0,0,0,0,0,0,0,0,0,0,0,3309979.3,0,0,3016327.3,0,0,0,0,0,0,0,1542563.6,0,0,0
Kelly_28,T_0,87,0,1068622.1,0,0,0,4085621.5,0,0,0,0,0,0,1253015,1083944.9,1892014.3,0,2193979.8,3254220.5,0,0,0,0,1690662.6,1729993.8,1776081.8,4036362,0,3934756,4255052,4543822.5,5382484.5,0,3876506,0,2019571.8,0,6149106,7656859,9086367,27402074,32039200,2687474.5,3984065.3,1505446.5,2241419,4875387,1469311.3,0,0,0,5520495.5,4808310.5,6167677,2000001.9,0,8012857.5,7822877,0,11216887,2807751.3,0,2147989.8,1973563.3,1136218.5,1405168.9,0,0,2609059.8,0,0,0,0,0,0,0,1173845.8,1647222.5,0,0,1267892.6,1666056.4,0,0,1763677,1818167.1,0,0,0,0,2331778.5,1944197.1,1315728.8,1529085.9,1930599.1,0,0,3786622.5,0,3052477.5,0,2266599.3,1305585.4,1577743.4,1579818.4,0,1420595,2726430,1462823,4132861.3,2163206,3360729.5,0,1268394.1,1898102.3,3022348.3,1582355.8,2157599.5,2172833,1517612.9,1951331.6,1357252.1,0,0,0,1486745.1,2158788.3,1605376.9,0,1358450.5,0,0,0,1516928.4,0,1408243.1,0,0,0,1411413.5,0,0,0,0,4889687,0,0,0,1675414.6,0,0,0,3197482.8,1785137.5,0,3871505,2146633.5,0,0,0,0,0,0,0,0,0,1572519.8
Kelly_29,T_0,81,0,1226031.8,0,0,0,4109478.5,0,1276776.6,0,0,0,0,1065398,0,1112271.6,0,1247196.6,2492649.5,0,0,1399044.6,0,1260564.3,0,1378474.3,5708863.5,0,5541676,2503715.5,3693605.8,7267370.5,1419829.3,3887418.3,0,1021786.8,0,10901338,3395771.8,14948543,38355504,38966188,1957936.5,5657267,1765705,1567966.5,2502782,0,0,0,0,8218591.5,6796695,7859023,2452486.3,1161532.5,8296796,10423039,0,15760540,3867186.3,0,2072633.3,2005171,0,1134013,0,0,1736002.1,1380014.3,0,0,0,0,0,0,1440126.6,0,1268599.6,1207940.5,0,1307903,0,0,0,0,0,0,1217650,0,0,1312538.5,0,0,1783034.9,0,0,2689450.8,0,1831966.4,0,2418308.3,0,2262258.8,1734493.5,0,1396768.6,2017395.9,1386366.9,3051714.5,1625037.3,2966806.8,0,1383013.5,1957458.9,2993783.5,1381249.5,2251409.3,1907358.8,1990334.4,2238149.8,1406384.8,0,0,0,0,1992409.6,2198124.8,0,0,1304767.3,0,0,0,0,0,1422501.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329085.6,2723183.8,1821238.8,1606120.3,2449805.8,2191797.5,0,2044052.9,0,1645409.6,0,0,0,0,0,0
Kelly_30,T_0,81,0,1089329.4,0,0,0,3592195.5,0,0,0,0,0,0,0,0,1763444.6,0,1451716.3,2441751.8,0,1353777.5,0,0,1450920.4,2068006.9,1101997.3,5079562,1120546.4,4177191.8,6608986.5,4735581,6383715,1145012,3846586.5,0,1442219.8,0,9716152,12895118,13011858,37305724,41217908,2385019,4274045,1611671.3,1159599.6,7254483,1246680.1,1057782.1,0,0,6741164,6041303,7279869,2161947.8,0,8077554.5,9860805,0,16631941,3549232.8,1288649,1862427.1,1794420.8,0,0,0,0,2051767.8,1994716.4,0,0,0,0,0,0,1892567.3,1357324.8,1284697.4,0,0,1929945.3,0,0,0,0,0,1587539.4,1357106.9,0,1995139,0,0,0,2073864.8,1457601.5,0,2681446,0,2049212.3,0,2253041.8,0,2350362,1378856,0,0,2066605.6,1450677.6,3907156.3,1547355.9,2025966.5,0,1597301.9,2378990.3,3058218,1900335.6,1360696.6,1711970.3,1708178.6,2148408.8,1652571,1456640.3,0,0,0,0,2134344.8,1540798.4,0,0,1533438.6,0,0,0,0,0,1518605,0,0,0,0,1530705.4,0,0,0,0,0,0,0,0,0,2858522.8,0,0,2307570.8,2177309.5,0,0,0,0,1799787.8,0,0,0,0,0
Kelly_68,T_0.5,98,0,930931.7,0,1002912.1,1169824.1,1472050.8,0,1704497.5,0,0,0,1320622.5,1171637.5,1693552.1,1252983,0,3884462,5566571,1621291.8,0,0,1122301.9,1660545.8,2221397.5,1146975.9,4278701,2175742,5512452.5,8762986,5709421,8712820,3511283.3,10990586,1346958.8,10623382,0,8728741,8662677,13601433,42208412,51060396,7495877.5,2420955.3,0,2351926,6914414,1455731,0,1172917.8,1194620.9,4235460,4148496,1517658.4,1345441.5,0,7442057,6221988.5,0,5683892,3182263.3,1388974.1,2815037.3,1478157.6,0,0,0,0,2280044,1597985.3,0,0,1274999,0,1650104.8,0,3457964.5,2550850,0,0,0,3226873.3,1474551.6,0,0,0,0,2730631.5,1576891.8,0,2002314.6,1949837.9,0,1626569.4,3371764.3,1386539.3,1385664.4,4681676,0,2648796.8,0,4200917.5,0,2941649.5,1938881.3,2032804.3,0,4164657.3,0,7224035.5,2225904.3,4459927.5,0,1456448.6,2574443.8,5874904,1908451.5,0,3410759.3,2442669.8,4655393.5,2735453,1559954.6,0,0,0,4985417.5,3130463.8,1601651.1,1508483.9,2886297.8,1693345.3,1856141.3,1700998.3,1768957.9,0,0,0,2646808.3,2829252.8,0,0,1810403.9,1814844.8,0,0,0,0,0,1581439.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_69,T_0.5,64,0,0,943998.8,0,1161116.6,1409154,0,0,0,0,0,0,0,0,1326959.6,0,2791249.8,4874677.5,1422570.3,0,0,0,0,1465951.9,0,1761657.6,1458166.3,2212219,6420366,4686224.5,3354517.8,2347971.3,3871945,0,3502099,0,4042733.8,6933907.5,6625687.5,13759313,18738456,2977006.5,1758658.1,0,2234011.3,7199381,1158169.5,0,0,0,2599630.3,2475750.5,1804798.8,1454869.9,0,4718894,4627237.5,0,4803348,2198519.3,1256912.6,2125844.3,1589710.8,0,0,0,0,1658316,0,0,0,0,0,0,0,1811117.5,1748544.1,0,0,1280760.9,2197461.5,0,0,0,0,0,1870072.5,0,0,0,1801835.1,0,0,1804929.3,0,0,3404303.3,0,2196186,0,2790282,0,2117174.8,0,0,0,2687021.3,0,4635260.5,1896071,2920647.3,0,0,2578792.3,3491167.3,0,0,2497365.8,0,2794585,1597724.3,0,0,0,0,2721788.5,1648558.1,0,0,1701357.5,1556401.6,0,0,0,0,0,1541632.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_70,T_0.5,111,0,0,0,1046409,1494935.6,2265038,1134904,1045221.3,1017003.4,1033968.9,0,1003762.9,0,1554248.3,1693007.8,0,3980822.3,8591583,2533417.8,0,0,1428725,1858296.8,1404992.8,1523146.3,4178811.3,2282137,6797982.5,5791690,10388429,8441811,2579985.8,9363736,1073510.5,5674605,1658803,7335993.5,6284752,11784659,40156024,58866988,5797606.5,4474015.5,1194478.1,2399548.8,5236247.5,1529627.9,0,1202946.1,1295982.8,6556605.5,7004605.5,3643328.3,1473221.6,0,8750028,9939409,0,8303573,3866069.5,1509587.4,3499435.5,2916772.8,0,1443001.6,0,0,3074430.5,2029958,0,0,1403274.8,1179709.5,2280362.5,1729954.5,3882084.3,3180865.5,2338348.5,1441060.3,1577015,3472712.8,1673072.9,1903007.9,0,0,1836660.6,3100584,1673963.4,1421614.8,0,2639831.8,1512166.6,1684241.5,3105847.8,0,0,5869749.5,0,2863533.5,0,4629131.5,1837721,2679657.8,2063929.1,0,2086308.4,3943484.3,2154568.5,7104199.5,2843347.3,4464977.5,1467229.3,2234319.5,4393285.5,6480772,3525518.5,0,3774915.8,2097147.1,5053068,3422876.8,2080936.8,0,1818267.9,0,5111439,3413130.5,1833606,1583745.9,2440808,0,2056300.6,2766959.3,0,1638936.3,1558783.5,0,2833158.8,2134949.3,0,0,1905743.3,0,0,0,0,0,1490228.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_71,T_0.5,66,0,0,0,0,1131087,1609184.1,0,0,0,0,977409.8,1499335.5,1443534.5,1109511.8,0,0,2169796.5,3253376,1196477.6,0,0,0,0,1216870,0,2081723.8,1897741.1,3383571.5,4725114,3050109.3,4675972,1670404.9,4999948,0,5509803,0,5147092,4962767.5,8346580,22009318,23810054,3838005.8,2563683,0,1336056.5,4302676.5,0,0,0,0,3191715.8,3244082.3,0,0,0,6130733,3771586.3,0,3151699.8,1866721.1,2989162,2307534,1418055.1,0,0,0,0,1898949.3,1213484.5,0,0,0,0,1354132.5,1333479,3284177,1773130,0,0,0,1727583.1,0,0,0,0,0,1786141,0,0,0,0,0,0,1403284.9,0,0,3165410.3,0,1608784.1,0,2821052.5,0,1450696.3,0,0,0,1775598.9,0,5084587.5,1452476.9,2486145.8,0,1728350.9,0,4306091,1862588.6,0,2520204,0,2959611,1747347.1,0,0,0,0,3732798.5,2592283.5,0,0,1774181.6,0,1801951.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879325,0,0,1620546.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_72,T_0.5,61,0,0,0,0,0,1197794.4,1058478.1,0,0,0,0,1085632.9,0,1028327.1,1096685,1246975.5,2003077.8,3586591,1465180,0,0,0,0,1917461.6,0,1821679.1,1238499,2671591.8,6574827,3358445.8,3583730.8,2071306.3,4600847.5,0,5770045.5,0,3916413.3,7248883.5,6489079,16340350,18433810,4385457.5,0,0,1242046.6,6301572,1063048.3,0,0,0,1607898.6,1730128.1,1277258.9,0,0,3929809.3,3871966,0,3428586.8,1763831.1,0,1856268.9,1743896.6,0,0,0,0,1991513.6,0,0,0,0,0,1363464,0,2246512.3,0,1291084.9,0,0,1948842.8,0,0,0,0,0,1702032.3,0,0,0,1346695,0,0,1351857.6,0,0,2883602.8,0,1822367.6,0,2712349.3,0,1781155,0,0,0,1872254.3,0,4398051.5,1489390.9,2749520,0,0,1626650.1,3323489,0,0,2212526,0,1973760.5,0,0,0,0,0,2135737,2340030.3,0,0,0,0,1573708.5,0,0,0,0,0,0,1465241.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_73,T_0.5,66,0,0,0,1619630,0,1218850.4,0,0,0,0,0,1004192.9,0,1116057.4,1211037.6,0,3212429.3,5191679.5,1530466.1,0,0,0,0,1855864.8,0,1617004.8,1581308.4,1998721.6,6424744,3619498.8,3036080.5,1767410.4,3588088.5,1113810,2622808.5,0,4497303.5,5872474.5,6323038.5,13899064,19052322,2767131.8,1301269.3,0,1563715.8,5192045,1607793.8,0,0,0,2828998.8,2984228.8,1390215.4,1077869.4,0,5582802.5,5029431.5,0,4925080.5,1523957,0,2526239.8,1711720.3,0,0,0,0,1753297.9,1370382.3,0,0,0,0,1486595.5,0,3302946,1899942.4,0,0,0,2152476.8,0,0,0,0,0,1577979.8,0,0,0,1863891.3,0,0,2030180,0,0,3320618.3,0,1565946.9,0,3226301.5,0,1784204.1,0,0,0,3102882.5,0,4650844,1804392.9,3096096.8,0,0,0,4498038.5,0,0,2404654.3,1556452.3,2974003.3,0,0,0,0,0,4047382.8,1972910.5,0,0,1692906.9,0,1627309.4,0,0,0,0,0,0,1893996.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802961.6,0,0
Kelly_98,T_1,51,972581.6,0,0,0,0,1390549.4,0,0,0,0,0,0,0,1545407.3,0,1234390.8,2641245,3056118.5,1581243.5,1550907.8,0,0,998367.7,5875457,0,2316565.5,0,3634719.3,19468598,2941751.8,5834045,1386088.8,4682862.5,0,4510130.5,0,4664148.5,21641958,7286506,25257102,30414398,2769403.5,0,0,1186145.9,13383494,0,0,0,0,2182450,1376580.3,1852763.1,0,1364115,4088307.8,4005396.8,0,4645428,1422417,0,1523354.1,1161007.8,0,0,0,0,1487644.1,0,0,0,0,0,0,0,1543263.1,1251052.5,0,0,0,2113715.3,0,0,0,0,0,1465867,0,0,2319916.5,1322031.3,0,0,0,0,0,1695932.3,0,0,0,2094664.5,0,0,0,0,0,2163690.5,0,3493518.3,0,1944890.1,0,0,0,1944770.8,0,0,0,0,1484572.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752574.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_99,T_1,54,0,0,0,0,0,0,0,0,0,0,0,0,1014037.1,1491591.1,0,0,1732090,3822955.8,1980370.8,0,0,0,0,2905584.5,0,0,1295393.1,1393958.5,9476952,2035034.4,1763680.3,1156397.4,1870259.8,0,1691679.6,0,2724493,9594459,3518559.3,9525315,9683510,2296120.5,0,0,1075696.6,8148124,0,0,1187033.6,0,1719262.5,1739311.9,1438594.5,0,0,3873315.8,3999325.8,0,3516047.3,1555127.1,0,1710054,1332836.8,0,0,0,0,1310030.6,0,0,0,0,0,0,0,1786073.6,0,0,0,0,1342871.5,0,0,0,0,0,1391007.3,0,0,1542169.6,1726492.4,0,0,1495097.4,0,0,2724603.5,0,1809326.3,0,2528856,0,1443089.3,0,0,0,1957372.8,0,3645619.8,0,2521975.8,0,1711163.8,1864745.5,2774999,0,0,1779853.4,1454655.5,1730116.8,0,0,0,0,0,1951598.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695747.6,0,0
