Mass,Pickup_t,Mass_169.087007085714,Mass_171.102677952381,Mass_173.081934633333,Mass_175.097600123288,Mass_185.081934241935,Mass_187.097577564103,Mass_199.097572009901,Mass_201.113210979167,Mass_213.113228117647,Mass_215.092506795455,Mass_215.128888865079,Mass_217.108159253521,Mass_225.113262674157,Mass_227.128892275862,Mass_229.108177759398,Mass_229.144542808511,Mass_231.123834505051,Mass_239.128884285714,Mass_241.108178890323,Mass_243.123798019108,Mass_243.1601373,Mass_245.103063380952,Mass_245.1394784,Mass_247.118716021583,Mass_255.123771920635,Mass_256.0938267,Mass_257.103076697368,Mass_257.139418134021,Mass_259.118721348387,Mass_259.129941125,Mass_261.134357544872,Mass_265.147903261905,Mass_269.139473742424,Mass_271.118715649351,Mass_271.15512891579,Mass_273.13439271831,Mass_275.150050078432,Mass_283.155111045802,Mass_285.134408774835,Mass_285.170779365592,Mass_287.11364338,Mass_287.150028984962,Mass_287.186417591837,Mass_289.129286358333,Mass_289.165659157895,Mass_291.1449619625,Mass_295.122055,Mass_295.155090364583,Mass_297.170766818182,Mass_299.150051522876,Mass_299.186423307692,Mass_301.129314801282,Mass_301.165697549296,Mass_301.202082536586,Mass_303.144955143885,Mass_303.217697655738,Mass_305.160580573529,Mass_309.174196083333,Mass_311.150052447369,Mass_313.165702543478,Mass_315.119788191489,Mass_315.144946707006,Mass_315.181341021739,Mass_317.160583842105,Mass_317.196980357143,Mass_319.050593956522,Mass_325.165650675676,Mass_327.144926598726,Mass_327.181262751724,Mass_329.160609606452,Mass_329.196996224806,Mass_330.06990834375,Mass_331.139866484076,Mass_331.176205589041,Mass_331.212572019231,Mass_333.155509198718,Mass_333.1918339,Mass_335.117017142857,Mass_335.171174837037,Mass_337.186752881356,Mass_339.181277179487,Mass_341.160578866667,Mass_341.196961737179,Mass_343.13984399363,Mass_343.176190178808,Mass_343.212613356688,Mass_344.135087875,Mass_344.1826673,Mass_345.155460433121,Mass_345.191847585714,Mass_345.22828943949,Mass_347.171147533784,Mass_347.243927090909,Mass_349.186745793103,Mass_353.196925195489,Mass_353.200284526316,Mass_355.176217401274,Mass_355.212566944954,Mass_357.155446122581,Mass_357.191873535032,Mass_357.22823843617,Mass_358.064875911765,Mass_358.198366181818,Mass_359.171135490323,Mass_359.207545541401,Mass_360.239194352941,Mass_361.178658177778,Mass_361.186725543307,Mass_361.223188130137,Mass_363.1773445,Mass_365.137125924242,Mass_367.179517,Mass_369.191877483871,Mass_371.171125694268,Mass_371.207490384615,Mass_373.150371961784,Mass_373.1690124,Mass_373.178565609375,Mass_373.186782503185,Mass_373.223157609375,Mass_375.166053277419,Mass_375.184665460317,Mass_375.194195466667,Mass_375.202434589744,Mass_377.181701112903,Mass_377.209846293478,Mass_377.21810745122,Mass_379.197351354839,Mass_380.085527,Mass_381.191856745098,Mass_381.213005545455,Mass_383.184016815789,Mass_383.207488350649,Mass_385.186774346154,Mass_385.199651653333,Mass_385.223135452703,Mass_387.166031229299,Mass_387.202422096154,Mass_387.23880408871,Mass_389.163940179487,Mass_389.173464777778,Mass_389.181692859873,Mass_389.218093492188,Mass_391.143276,Mass_391.152813754717,Mass_391.179587108434,Mass_391.189115541936,Mass_391.197345993055,Mass_393.195207561224,Mass_393.204774483146,Mass_393.213012774648,Mass_395.207498720779,Mass_395.210861939394,Mass_395.220401058823,Mass_395.228648264706,Mass_397.186751859873,Mass_397.223160807143,Mass_397.226535090909,Mass_398.096242333333,Mass_399.202442751592,Mass_399.238806372727,Mass_400.161317238095,Mass_401.181701166667,Mass_401.218077945205,Mass_401.254501935897,Mass_402.1769375,Mass_403.152795520833,Mass_403.197310705883,Mass_403.233735338235,Mass_403.270085555556,Mass_404.22896315625,Mass_405.158887323529,Mass_405.168438054054,Mass_405.212997903846,Mass_407.174459107843,Mass_407.184036104895,Mass_407.228647892857,Mass_409.163376142857,Mass_409.1901375,Mass_409.199717282759,Mass_409.223158798561,Mass_411.202430467949,Mass_411.205803071429,Mass_411.215344016949,Mass_411.238818720721,Mass_413.173502479167,Mass_413.181716378205,Mass_413.218065397436,Mass_413.230958,Mass_413.254438857143,Mass_415.189159888889,Mass_415.197324681529,Mass_415.233705469799,Mass_417.17663332484,Mass_417.213018884615,Mass_417.249371401709,Mass_419.147694956522,Mass_419.184147783784,Mass_419.192227908497,Mass_419.228624861111,Mass_421.153729619048,Mass_421.163328369369,Mass_421.207909243243,Mass_421.244319754386,Mass_421.280691833333,Mass_422.239526066667,Mass_423.169430018182,Mass_423.179002471831,Mass_423.238851026316,Mass_423.259982060606,Mass_425.184983666667,Mass_425.194628322148,Mass_425.218101163399,Mass_425.254456232877,Mass_426.213334909091,Mass_427.197369229299,Mass_427.210239964789,Mass_427.233727138889,Mass_427.270156470588,Mass_429.16845021875,Mass_429.176649828025,Mass_429.213026134615,Mass_429.2493935,Mass_431.184067821429,Mass_431.192284083334,Mass_431.228704916129,Mass_431.265067962264,Mass_431.301436769231,Mass_433.207952473684,Mass_433.244289653846,Mass_433.280675074074,Mass_435.179065837838,Mass_435.2235366875,Mass_435.259922982759,Mass_435.29634776699,Mass_437.239198069444,Mass_439.233731208054,Mass_441.21300333121,Mass_441.24937729771,Mass_441.252652,Mass_442.208249777778,Mass_443.192259350319,Mass_443.22864599359,Mass_443.264997102273,Mass_444.187558181818,Mass_445.163299093023,Mass_445.171484490446,Mass_445.207893012739,Mass_445.244299344828,Mass_445.280686,Mass_447.179004280488,Mass_447.187171242038,Mass_447.223523474359,Mass_447.259917508475,Mass_449.149971666667,Mass_449.185063,Mass_449.194622317647,Mass_449.202798266234,Mass_449.231055909091,Mass_449.239217656,Mass_449.275596111111,Mass_449.311922083333,Mass_451.173882611111,Mass_451.210363768116,Mass_451.218466526718,Mass_451.23373876129,Mass_451.254881979167,Mass_451.291223297297,Mass_452.0703055,Mass_453.2260279,Mass_453.234136753425,Mass_453.249399079137,Mass_455.228651690322,Mass_455.265040367924,Mass_457.207906808917,Mass_457.2443318,Mass_457.2807361875,Mass_458.20316778,Mass_459.187150484076,Mass_459.22357898718,Mass_459.259954581395,Mass_459.296324632653,Mass_460.182480741935,Mass_460.255224666667,Mass_461.158225468085,Mass_461.202818248408,Mass_461.23922574,Mass_461.275569529412,Mass_461.311950163636,Mass_463.173929890244,Mass_463.210286043478,Mass_463.218466443708,Mass_463.254874023077,Mass_463.291258958333,Mass_463.327614690141,Mass_465.1018478,Mass_465.189623477064,Mass_465.225939407143,Mass_465.234144550459,Mass_465.249385013158,Mass_465.270512196429,Mass_467.205208761905,Mass_467.228620044872,Mass_467.265047376,Mass_467.286200977528,Mass_469.220928285714,Mass_469.244312276316,Mass_469.257198955556,Mass_469.280673564706,Mass_471.223595923567,Mass_471.260004251799,Mass_473.202785592357,Mass_473.239187585987,Mass_473.275621483607,Mass_475.218491312102,Mass_475.254832701987,Mass_475.291202222222,Mass_476.1066198,Mass_477.153215787234,Mass_477.234134903448,Mass_477.270554654545,Mass_477.306950409091,Mass_479.168812151515,Mass_479.205215926829,Mass_479.249792619048,Mass_479.265045557971,Mass_479.28614190411,Mass_481.184539945652,Mass_481.220899487603,Mass_481.244356909091,Mass_481.265460258824,Mass_481.280709919643,Mass_483.200164344445,Mass_483.223562821656,Mass_483.23648995082,Mass_483.259964092715,Mass_483.296328550725,Mass_484.218877041667,Mass_485.239216006536,Mass_485.275633715447,Mass_485.27898,Mass_487.218489414013,Mass_487.254837480263,Mass_487.291199486111,Mass_488.213719645161,Mass_489.19774344586,Mass_489.234133116129,Mass_489.270552423611,Mass_489.34329912,Mass_491.213370953947,Mass_491.231982,Mass_491.249790088435,Mass_491.286176616541,Mass_491.358898727273,Mass_493.229092021898,Mass_493.265493700935,Mass_493.301837556701,Mass_495.200103666667,Mass_495.24470910101,Mass_495.259962719746,Mass_495.2810784,Mass_495.317438473684,Mass_497.215747735632,Mass_497.239183121795,Mass_497.252169,Mass_497.275626043796,Mass_499.218525904459,Mass_499.23148047619,Mass_499.254855089743,Mass_499.291207795918,Mass_500.213778518518,Mass_501.234097464968,Mass_501.270521049645,Mass_501.306932189655,Mass_503.213435801282,Mass_503.24981575641,Mass_503.286176320388,Mass_505.229064367742,Mass_505.247555769231,Mass_505.265407651316,Mass_507.244641842105,Mass_507.281018724832,Mass_509.2603093375,Mass_509.275565455782,Mass_509.296688407143,Mass_511.254926089172,Mass_511.291279755906,Mass_511.312381382979,Mass_513.234104242038,Mass_513.270518346405,Mass_513.306920931818,Mass_515.213404847133,Mass_515.249760025641,Mass_515.286104145038,Mass_515.322503529412,Mass_516.244985259259,Mass_517.228986019231,Mass_517.265404034247,Mass_517.30184531579,Mass_519.244736108974,Mass_519.281123216667,Mass_521.260392901961,Mass_521.27563803871,Mass_521.296737732558,Mass_523.231501142857,Mass_523.275989454546,Mass_523.291228861111,Mass_525.270534427632,Mass_525.29164029,Mass_525.306897685715,Mass_527.249764496815,Mass_527.286171507043,Mass_527.322571046154,Mass_529.228975948718,Mass_529.265360787097,Mass_529.301769514019,Mass_531.208321904458,Mass_531.24472350641,Mass_531.281086152778,Mass_531.317445939394,Mass_533.22389699363,Mass_533.260288510791,Mass_533.296697969697,Mass_535.231418944445,Mass_535.2396094,Mass_535.276041182609,Mass_535.291306197278,Mass_535.312444233333,Mass_537.210689,Mass_537.255305367347,Mass_537.270569095238,Mass_537.291669483517,Mass_537.306913083333,Mass_537.32803315,Mass_539.270907954128,Mass_539.286167489655,Mass_539.32254033721,Mass_541.265453197368,Mass_541.301806163793,Mass_541.338159171428,Mass_543.244745700637,Mass_543.2811145,Mass_543.317463269231,Mass_545.22400125641,Mass_545.260411315789,Mass_545.296780955752,Mass_545.333108416667,Mass_547.239582857143,Mass_547.276019867647,Mass_547.312432031746,Mass_549.255238014815,Mass_549.291610895238,Mass_551.22640812,Mass_551.270938358491,Mass_551.286225183007,Mass_551.307339404762,Mass_553.24199034375,Mass_553.265396936306,Mass_553.286498386667,Mass_553.301749,Mass_555.2575684,Mass_555.28105706,Mass_555.284387604651,Mass_555.317494150943,Mass_557.260365577922,Mass_557.273289651685,Mass_557.296755503876,Mass_557.333142129032,Mass_559.239634606452,Mass_559.276020068027,Mass_559.31238855914,Mass_561.255266335526,Mass_561.291635216,Mass_563.270920387324,Mass_563.307268706522,Mass_565.28662445283,Mass_565.301870278912,Mass_567.221276547619,Mass_567.281149816994,Mass_567.302285213333,Mass_567.317554674603,Mass_569.236858736842,Mass_569.260282828026,Mass_569.263660538461,Mass_569.296696274648,Mass_569.333150070707,Mass_571.252574404762,Mass_571.275957781457,Mass_571.279280222222,Mass_571.312295418803,Mass_571.348670057693,Mass_573.255258324675,Mass_573.291674955556,Mass_573.328075195122,Mass_575.234539803922,Mass_575.270878013605,Mass_575.307238565656,Mass_577.250161802817,Mass_577.286601284616,Mass_579.265834257812,Mass_579.302212592233,Mass_579.317452877359,Mass_581.281395046296,Mass_581.296640206667,Mass_581.333035511364,Mass_582.1695705625,Mass_583.275937725491,Mass_583.297070209877,Mass_583.3123401875,Mass_583.348749656717,Mass_585.255221698719,Mass_585.291647186567,Mass_585.32809931,Mass_587.270900985075,Mass_587.307322222222,Mass_589.250116919463,Mass_589.286545465649,Mass_589.322971819277,Mass_590.1941675,Mass_590.2306085,Mass_591.265784865672,Mass_591.302211030928,Mass_591.317499622642,Mass_593.2636006875,Mass_593.281387152,Mass_593.317778632353,Mass_593.333071141177,Mass_595.27933195,Mass_595.297092555555,Mass_595.312342897638,Mass_595.34867352459,Mass_597.291743526667,Mass_597.312861529412,Mass_597.328138672728,Mass_597.3492225,Mass_599.27082132258,Mass_599.307220631579,Mass_599.343651855421,Mass_600.253159805555,Mass_601.250222258064,Mass_601.286586439716,Mass_601.322924481818,Mass_602.194304,Mass_603.265789634483,Mass_603.30221794958,Mass_603.338649123457,Mass_605.281504984375,Mass_605.317890674699,Mass_605.333119232558,Mass_607.24294,Mass_607.297035153846,Mass_607.312300209302,Mass_607.348710384616,Mass_608.148912791667,Mass_609.258570392857,Mass_609.268194794872,Mass_609.312813883721,Mass_609.328078396226,Mass_611.247597083333,Mass_611.274276095238,Mass_611.307332625,Mass_611.328443065574,Mass_611.343649875,Mass_613.286543979452,Mass_613.32290825926,Mass_615.265724348993,Mass_615.302100661417,Mass_615.338501595238,Mass_617.245028768116,Mass_617.281422907563,Mass_617.317823133333,Mass_619.2606333125,Mass_619.297033538461,Mass_620.242767746479,Mass_621.276338189189,Mass_621.312722767123,Mass_621.327991348624,Mass_623.2474765,Mass_623.29194438,Mass_623.307198515625,Mass_623.343601191011,Mass_625.253565047619,Mass_625.263192931035,Mass_625.30764251579,Mass_625.322887954955,Mass_625.359250451613,Mass_627.269215827586,Mass_627.302208132812,Mass_627.338552744445,Mass_629.281582674603,Mass_629.317988490741,Mass_629.339081014926,Mass_630.190749030769,Mass_631.260650838462,Mass_631.297064456141,Mass_631.33349006579,Mass_633.276409975806,Mass_633.312734273684,Mass_635.292102381356,Mass_635.328498195122,Mass_635.343760049383,Mass_637.307673626506,Mass_637.322881418033,Mass_637.359313214286,Mass_639.302289214815,Mass_639.323415758064,Mass_639.338648888889,Mass_640.175108217391,Mass_641.317761138211,Mass_641.354182714285,Mass_643.297184392592,Mass_643.333597407767,Mass_645.276346384615,Mass_645.312718471698,Mass_645.349054289473,Mass_647.291962171875,Mass_647.32838925,Mass_649.307771620371,Mass_649.359418430556,Mass_650.289741985508,Mass_650.326142191489,Mass_651.323386358491,Mass_651.338636504132,Mass_651.374979015385,Mass_653.317742946565,Mass_653.33887554902,Mass_653.354107190476,Mass_655.296974977778,Mass_655.333378456896,Mass_655.354548681818,Mass_655.369761076087,Mass_656.264155103896,Mass_657.312697703125,Mass_657.349123206522,Mass_659.291954262712,Mass_659.328378091836,Mass_660.237953666666,Mass_661.2712118,Mass_661.307661803922,Mass_661.359363739726,Mass_662.217182483333,Mass_663.286918890909,Mass_663.323332226666,Mass_663.375023837838,Mass_664.232878793104,Mass_665.30252452,Mass_665.354182303371,Mass_666.248532172414,Mass_666.284940419355,Mass_667.318142466101,Mass_667.333397941667,Mass_667.369809341177,Mass_668.300590245283,Mass_669.312666175,Mass_669.333796382813,Mass_669.349026382353,Mass_669.385370594203,Mass_670.185734391304,Mass_671.292028868217,Mass_671.32838240566,Mass_671.3494885,Mass_671.364730516128,Mass_673.307788973451,Mass_673.34416762963,Mass_675.286970907216,Mass_675.32342519,Mass_677.30244747561,Mass_677.338842959459,Mass_677.354068977012,Mass_679.318277043478,Mass_679.369880877551,Mass_680.170085789474,Mass_680.263918481481,Mass_680.300284131147,Mass_681.349253785047,Mass_681.385674448276,Mass_683.328297083333,Mass_683.36467469697,Mass_685.307796547826,Mass_685.344163359223,Mass_687.286770412844,Mass_687.323186278351,Mass_687.359542632911,Mass_687.36002425,Mass_689.302753942858,Mass_689.339132433735,Mass_691.281769847826,Mass_691.318138168421,Mass_693.297646835294,Mass_693.334021761364,Mass_693.349285694444,Mass_695.313071272727,Mass_695.349453015873,Mass_695.364650980198,Mass_697.328801695652,Mass_697.344070458716,Mass_697.380484505155,Mass_699.323466731481,Mass_699.359841041237,Mass_699.396213314286,Mass_701.302524627659,Mass_701.338854505376,Mass_701.375199358209,Mass_703.281711574468,Mass_703.3181102375,Mass_703.354541246575,Mass_705.297582557522,Mass_705.33399922619,Mass_705.385737882353,Mass_707.313280483147,Mass_707.364857836364,Mass_709.328796259259,Mass_709.344003648148,Mass_711.344337632184,Mass_711.359542092783,Mass_712.1962103125,Mass_713.338780489362,Mass_713.375201158537,Mass_715.3181364,Mass_715.354516039474,Mass_717.333866053334,Mass_719.313131943662,Mass_721.241124333333,Mass_721.32880668254,Mass_723.359769557377,Mass_725.338974712766,Mass_725.360056472222,Mass_725.375404919355,Mass_727.354514321429,Mass_730.206850538462,Mass_737.3238845,Mass_739.339307153846,Mass_739.354552415385,Mass_741.333687655172,Mass_741.354885777778,Mass_745.32902668,Mass_747.30791162069,Mass_753.318938,Mass_755.34958615942,Mass_757.328723376623,Mass_767.246828071429,Mass_769.3139716,Mass_771.344508181818,Mass_777.267338285714,Mass_798.1967812,Mass_811.3610315,Mass_829.275181190476,Mass_847.38200725,Mass_869.278388384615,Mass_925.3044958
Kelly_104,T_1,0,0,0,0,0,4524602.5,0,1613444.9,0,1293752.9,1940365.5,2021746.3,0,0,1442897.9,0,993694.2,0,1690260.5,3007502.5,0,1237440.1,0,1922885.1,0,0,1997902.5,0,2272567.3,0,3004794.8,0,1013317.4,1606390.4,0,1876118.6,1055205.5,1140844.5,1602127.4,0,1216690.4,1100852.1,0,0,0,0,1031037.3,0,0,1877167.9,1472947,1709923.1,1549926.6,1253354.1,1368752.8,0,0,0,1835638.5,1428560.1,0,2724924.8,1930307.6,1734856,0,0,1980349.5,2608547.3,1784236.4,1938849.5,1138346.9,1162636.5,2157476.5,1222958.3,0,2183870,0,0,0,0,3231811.3,0,5562498,3356849.3,1775803.8,6371014.5,0,0,2313722,1189380.6,2772495.3,0,0,0,1391398.1,0,3744869,0,1932959.8,4196010,0,1470116.3,0,2032607.5,3162345.8,0,0,0,1604386.5,0,0,1087996.3,2284426.3,3660674.3,1507979.5,2909037,0,0,3565430,0,2369108,1131480.5,0,2118748.8,0,0,0,0,0,3492033.8,0,0,3413631.5,2500653.8,0,2551861.5,3266005,2213852.8,0,0,1485820.6,2678142.3,1249669.9,0,0,1310750.9,5492513,1408546.5,1536447,0,0,1611099.5,0,0,0,3847151.3,0,0,1376040.1,4236169,0,0,2317595.3,2888482.8,0,0,0,2453685.8,1416381.3,0,0,0,0,0,2222566,1507303.9,0,0,2306440.5,1711498.5,1553295.4,2721071,0,0,0,0,4036308.3,1493723.9,0,0,0,3810439.5,1565839.4,2835514.3,3088450.3,0,0,0,1724925.5,1531397.8,1162429.8,0,0,0,0,0,0,1173398.9,0,0,0,2018169.3,2572671,0,0,3254628.8,2176616,1255021.9,0,0,3766615.5,2706272.8,0,0,3122017.5,3041643.3,0,0,1885562.9,0,0,0,1533604.3,0,0,0,1665054.5,3864681.3,0,0,0,4075200.8,2826956,0,0,0,4547876.5,4941104,2012475.3,0,0,3710879.3,3613610.8,0,4015636.3,0,0,1817381.4,1370926.5,0,0,0,0,0,1278646,1766331,0,0,1759182.5,0,0,0,2918380.5,0,3344011.8,1996440.3,0,0,4528946.5,3315007,1520971.5,0,0,0,0,3519468.3,2461689,0,0,0,0,2558124.5,1573561.1,0,0,0,0,2768239,0,1470327.4,0,0,2215988.8,0,0,0,1928451,0,0,3520967.5,1494740.6,3608206.8,3247259.8,0,2588004.5,1856369.8,0,0,0,1507387.9,0,0,0,0,0,0,0,1847501.4,1757914.6,1889251,0,0,1803427.8,4313260,2820272.8,0,0,0,4027264.8,0,0,3500614,2776147,0,0,3508488.3,2254613.3,2031906.1,0,2610131.5,0,2376672.3,1404909.1,0,1379994.1,0,0,0,0,2011488.9,0,0,1409031.5,3071503.5,0,0,4660920,0,1917636.5,0,0,4749670.5,0,0,2422785.5,5038094,0,2345122,0,2859694,1819451.3,2097479.3,0,1419986.1,1606105,2932817,0,0,3801288.5,2105044,0,4552504.5,3121475.8,1350991.1,0,0,4064684,1927095.1,0,3774487.5,0,2726522.8,1906815.3,0,0,1800405.6,0,2195745.8,0,0,3014497.3,0,0,3216792,2891170.3,0,2892230.3,2703312.5,1817562.6,0,3768309.8,1827839.8,0,0,2563612,0,0,0,0,2000440.9,2317372.8,0,1379654.5,0,0,0,0,1931856.4,0,0,3089991,0,0,3281972,2886205.3,0,0,2308128.3,0,0,0,0,0,0,2017757.1,0,0,2799009.8,0,0,0,1755491.9,0,0,2421011.5,2025750.3,0,0,4085944.3,1647040,0,2612826,1525089.5,1883632.8,0,0,1828736.5,0,2129148.8,0,0,0,2117232.8,0,1421431.5,0,0,1804259.6,0,0,0,2293576.8,0,0,3680423.8,2068142.1,0,1893895.4,2084877.8,0,0,0,2029240.4,0,0,0,2017799.6,0,0,0,2251089.5,1514839.5,0,0,0,2428901.8,1491947.8,0,0,0,1867569.5,0,0,0,1720445.3,0,0,0,0,0,0,1912084.4,0,0,0,1978974.5,0,0,0,2582443.5,1551281.8,0,0,2008834.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046831.1,1568118,0,1682156.6,0,0,2319482.3,0,0,1605650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476820,0,0,1481890.5,2017688,1510560.5,0,1817708.4,0,1664072,0,0,0,0,0,1539339.9,0,0,0,0,0,1675228.9,0,1695684.9,0,0,1683895.1,0,0,0,0,0,1974172,0,0,0,0,0,1640812.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482761,0,0,0,0,0,1962496.6,0,0,0,1569850.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1491837.4,0,1875387.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474177.5,0,0,1524288.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440111,0,0,0,0,0,0,0,0,0
Kelly_105,T_1,0,0,0,0,0,4148667.5,0,1284123,0,1280473.9,1416494.3,1998148.3,0,0,1224929.3,0,1044327.5,0,2086557.4,3528862.3,0,1236633.1,0,1851881.9,1189036.4,0,1568714.8,970258.1,1707849.9,0,2896292.8,0,1534035.5,1794718.1,0,1957208.5,1001601.6,1373610.5,1525539.3,1020325.5,2056219,1306141.3,0,1120150.6,0,0,0,1133740.4,0,1793138.4,1719285.6,2450988.8,1544240.3,1346611.9,1495294.9,0,0,0,1516600.6,1618824.1,1513955.5,2254568,1763822.8,2244196.3,0,0,2117898,2947544,2258656.5,1783484.9,1089861.8,1515932,2275237.8,1612335,0,1839523.8,0,0,0,0,2402515.8,3263467.3,4696053,2932232.8,2478098.5,4439580.5,0,0,3180084.5,1210814.5,2490952.5,1268963.6,0,0,1416179,0,4234009,1379619.3,2980156.5,4262726.5,1114832.6,1886519,0,2472294,3259248,0,0,0,1286548.1,0,0,1300540.8,2859710.8,3389357.5,1153462.4,3028881.3,0,0,3324826,0,3105139.5,1386872,0,2227580.3,1162188.3,0,0,0,0,4020959,0,0,4218527.5,3410513.8,1818196.4,2607193.5,2799102.3,1938950,1462029.9,0,0,3117485.8,1200053.4,0,0,1196373.1,2633047.3,1183576.9,1540093.1,0,0,2155425.8,0,0,1226278,4411453.5,1570117,0,1578234.4,4428768,0,0,2780538.3,2890626,0,0,0,2628380.8,2068772.5,0,0,0,0,0,0,0,0,0,2020099.8,0,1612042.8,2800047.3,0,0,1523383,0,4359512,2543455.8,0,0,0,3985165.5,1482261.4,2962625,3424457,0,0,0,1462915,1663371.1,0,0,0,0,0,0,0,1515796,0,0,1235564.4,2062574.8,1999860.3,0,0,3311056,2270931.3,2051032.9,0,0,4128694,2844607,0,0,3509168.3,2704825.5,0,0,2472374.8,0,0,0,0,0,0,0,1792015.4,3823676.8,1552199,0,0,4239989,3121791.8,0,0,0,4405432.5,3660995,1311437.8,0,0,4103953,2654491.8,1314086.8,4384100,0,0,1601652,0,0,0,0,0,0,0,1844709.9,0,0,1988842.6,0,0,1416029,2857169.8,0,3733327.5,2142555.3,0,0,4084181.5,3470305.5,0,0,0,0,0,3040367.8,2199676,1314184,0,0,0,2092306.1,0,0,0,0,1385133,0,0,1943489.4,1817032.5,0,3006054.3,0,0,0,2186526.5,0,0,4082128.8,1644509.5,3864713,2865814,0,2627924,1575264.9,0,0,0,2194468.5,0,0,0,0,0,0,0,0,1350341,2248141.5,0,0,0,4273823.5,1607844.1,2653356.8,0,0,3848578.8,0,0,3155036.8,2588266,0,0,3367225.8,2558791.3,1539668.8,0,2151463.8,0,1846325.3,0,0,1738776.3,0,0,1352186.6,0,2423313,0,0,0,3218680.8,0,1412614.4,4889058,0,1532399.5,0,0,3635418,1523687.8,0,2473413.3,3847123,0,2185918.5,0,2590924,0,1684420.8,0,1663924.9,0,2533790,0,0,3841669.3,2055315,0,3967338.5,2925944,0,0,0,3798106.5,2201192,0,3245383.3,0,3029552.3,2920502,0,0,0,1530138.5,2211821.3,0,0,3283130.8,1728711.8,0,3558786.5,2638735.5,0,3208772.5,2189905.5,2256478.3,0,3793676.5,2130201.3,0,0,2066893.4,0,2016223.3,0,0,1511814.4,2974347.8,0,1594008,0,0,1656636.3,0,2451928,0,0,3611242.5,2091638.6,0,2874611.8,3407615.8,0,0,2105726.8,0,0,1636095,0,0,0,3116664.5,0,0,2728150.5,0,0,0,1771315.3,0,0,2432376.8,1566076.5,1514883.3,0,3259313.3,2411451.8,0,2459110.8,0,1621006.3,0,0,1798700,0,2441263,0,0,0,2894373,0,1883694.3,0,0,1781783.8,0,0,0,2806773,1646589.5,0,2758086,1790414.5,0,2437011.5,1618843.8,1957205.1,0,0,0,1666830.1,0,0,1524912.6,0,0,0,3198024.3,1482831.8,0,1448412.5,0,1918303,0,0,0,0,0,0,0,0,0,0,0,0,0,1528511.9,0,2681626.3,0,0,0,1935467.4,0,0,0,2189747.5,1675193.4,0,2785356.8,1930488.5,0,0,0,0,0,0,0,1913706.4,0,0,0,0,0,0,0,0,1685427,0,0,1920457,0,2027479.6,0,0,1554143,0,0,1738212,0,0,0,0,0,0,0,1510875.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2052208.1,1476212.3,0,0,0,0,0,0,0,1594617.6,0,0,0,0,0,0,0,1595998.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597713.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739065.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1982954.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595740.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
